"Espacenet";"";"";"";"";"";"";"";"";
"Patent search";"";"";"";"";"";"";"";"";
"874 results found for My patents";"";"";"";"";"";"";"";"";
"Results 1 to 874 displayed";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"Sort by: Relevance";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Title";"Inventors";"Applicants";"Publication number";"Earliest priority";"IPC";"CPC";"Publication date";"Earliest publication";"Family number";
"746";"CENTRALIZED DISTRIBUTED AGENTIC AI";"ZHANG DUO [US]";"ZHANG DUO [US]";"US20260004101A1";"2024-04-25";"G06N3/004 
G06N3/092 
G06N5/022";"G06N20/00 (EP) 
G06N3/004 (EP,US) 
G06N3/006 (EP) 
G06N3/092 (EP,US) 
G06N5/022 (EP,US) 
G06N5/043 (EP)";"2026-01-01";"2026-01-01";"098368103";
"747";"Shopping mall operation management platform and method based on AI";"CAI BINBIN 
JIANG LIMIN 
LI JIAMING 
MEI JIE 
ZHANG ZEHAN";"FUQING YIDAO DAKA INFORMATION TECH CO LTD";"CN121235790A";"2025-09-17";"G06F16/3329 
G06F16/334 
G06Q10/0631 
G06Q30/0601";"";"2025-12-30";"2025-12-30";"098144336";
"748";"DATA COMMUNICATIONS NETWORK AND METHOD FOR DISSEMINATING INFORMATION TO CONSUMERS";"MANFIELD MATTHEW [AU] 
MANFIELD MARIA [AU]";"EMELEM PTY LTD [AU]";"WO2026000024A1";"2024-06-27";"G06Q30/0251";"G06Q30/0255 (EP,AU) 
G06Q30/0261 (EP,AU) 
G06Q30/0264 (EP,AU) 
G06Q30/0267 (EP,AU) 
G06Q30/0269 (EP,AU)";"2026-01-02";"2026-01-02";"098220436";
"749";"User behavior data analysis system and method based on time sequence";"ZHANG YANG";"BEIJING INTEGRATED ZHONGFU TECH SERVICE CO LTD";"CN121258640A";"2025-10-10";"G06F18/2137 
G06F18/241 
G06F18/26 
G06Q30/0601 
G06F123/02";"";"2026-01-02";"2026-01-02";"098180240";
"750";"User intention recognition and strategy automatic generation method based on artificial intelligence model";"ZHANG ANAN 
ZHANG DEJIN";"GUIZHOU ANQIN TECH CO LTD";"CN121256437A";"2025-09-21";"G06F16/9535 
G06F18/213 
G06F18/214 
G06F18/24 
G06F18/25 
G06F18/26 
G06F40/30 
G06N3/045 
G06N3/084 
G06N3/092 
G06N3/096 
G06N5/025 
G06N5/04 
G06Q30/0201 
G06Q30/0601";"";"2026-01-02";"2026-01-02";"098181827";
"751";"METHOD FOR PROVIDING AN AUTOMATED PLATFORM SERVICE FOR ONLINE SHOPPING MALL CONSIGNMENT OPERATION MANAGEMENT BASED ON A GENERATIVE ARTIFICIAL INTELLIGENCE MODEL";"PARK SUNG HO [KR]";"EAGLE EYE COMPANY CO LTD [KR]";"KR102905507B1";"2025-04-15";"G06N3/0475 
G06Q30/0201 
G06Q30/0241 
G06Q30/0601";"";"2026-01-02";"2026-01-02";"098517709";
"752";"Artificial intelligence internet e-commerce device";"JING WEI 
QIAO HAIGE";"POWERCHINA SANMENXIA QIANXI COMMERCE AND TRADE CO LTD";"CN121258635A";"2025-09-29";"B01D46/10 
G06F1/18 
G06F1/20 
G06Q30/0601";"Y02D10/00 (EP)";"2026-01-02";"2026-01-02";"098183959";
"753";"METHOD AND SYSTEM FOR PROVIDING INTEGRATED E-COMMERCE PLATFORM SERVICE BASED ON ARTIFICIAL INTELLIGENCE ALGORITHM";"LEE DONG SU [KR]";"BITNALA CO LTD [KR]";"KR102907236B1";"2025-05-21";"G06F16/3329 
G06F16/338 
G06N3/0475 
G06Q30/0601";"";"2026-01-02";"2026-01-02";"098517727";
"754";"Real-time goods allocation layout and inventory management and control system based on artificial intelligence";"ZHANG DEHUA 
LIANG SHAOHUI 
WU XING 
ZHANG KUNPENG 
FAN CHANGHAO 
YAN JIAYUAN 
ZHANG NINA";"UNIV HENAN";"CN121279504A";"2025-09-01";"B25J9/16 
G06N3/0442 
G06N3/08 
G06N3/126 
G06Q10/04 
G06Q10/047 
G06Q10/0631 
G06Q10/087";"";"2026-01-06";"2026-01-06";"098239798";
"755";"Intelligent agent evaluation system, method, equipment and medium";"WANG ZHONGYOU 
ZHONG XIBIAO 
LIANG YIWEI 
ZHUO AN";"BAIDU ONLINE NETWORK TECHNOLOGY BEIJING CO LTD";"CN121277646A";"2025-10-16";"G06F9/48 
G06F9/50";"";"2026-01-06";"2026-01-06";"098232293";
"756";"ARTIFICIAL INTELLIGENCE CHATBOT CONSULTATION BASED SERVICES SYSTEM FOR RESPONDDING TO CUSTOMER OF E-COMMERCE OPERATORS";"NOH YOUNG LYUL [KR] 
KIM SO HEE [KR]";"TERRY [KR] 
KIM SO HEE [KR] 
NOH YOUNG LYUL [KR]";"KR102909133B1";"2025-04-14";"G06F16/9032 
G06F16/9035 
G06F16/9038 
G06F40/30 
G06N3/045 
G06N3/0475 
G06N3/096 
G06Q30/0251 
H04L51/02";"";"2026-01-07";"2026-01-07";"098521657";
"757";"Data quality management system and method based on data contract and manual cooperation";"CUI JIANJUN 
YANG JIANWEI 
HUANG WENLIN";"SHANGHAI TEGAO INFORMATION TECH CO LTD";"CN121279756A";"2025-12-11";"G06N20/00 
G06Q10/0631 
G06Q10/0639";"Y02P90/30 (EP)";"2026-01-06";"2026-01-06";"098226427";
"758";"SKU-based AI intelligent replenishment method and system";"ZHOU XIAOXUAN 
LIU JIAQUAN 
ZHOU BO 
TANG YIN 
TIAN YUAN 
NING BIN 
HE HUANJUN 
DENG CHI 
ZHOU HANG 
YANG YA 
LIANG SHILONG";"SDIC FUSION TECH CO LTD";"CN121304047A";"2025-09-16";"G06Q10/0875";"";"2026-01-09";"2026-01-09";"098279578";
"759";"Multi-modal large model-based one-stop lightweight marketing video generation system";"ZHAO XINGWEN";"ZHEJIANG FINANCIAL COLLEGE";"CN121309933A";"2025-10-31";"G06N5/022 
H04N21/84 
H04N21/854";"Y02D10/00 (EP)";"2026-01-09";"2026-01-09";"098293614";
"760";"E-commerce platform user interaction method based on artificial intelligence";"CHEN FANG 
BAI XUECAN 
ZHAO PEIYU 
WU JIAHUA 
JIANG WENLI";"ZUNYI VOCATIONAL & TECHNICAL COLLEGE";"CN121304286A";"2025-09-28";"G06F11/34 
G06F18/27 
G06N3/0499 
G06N3/084 
G06N3/09 
G06Q30/0601";"";"2026-01-09";"2026-01-09";"098296059";
"761";"Dynamic limit credit granting method and system for cross-border e-commerce";"WEN FENGTAI";"VTEAM FINANCIAL TECH SERVICE WUHAN CO LTD";"CN121304330A";"2025-12-15";"G06F18/10 
G06F18/213 
G06F18/2415 
G06F18/25 
G06N20/20 
G06N5/01 
G06Q40/03";"";"2026-01-09";"2026-01-09";"098301814";
"762";"Cover image generation method, device and equipment based on multi-modal large language model";"XIE QIANG 
LI TAO 
WU ZONGGANG";"BAIDU TIMES NETWORK TECH BEIJING CO LTD";"CN121330106A";"2025-09-11";"G06F16/9535 
G06F16/9538 
G06N3/045 
G06N3/0475 
G06N3/092 
G06T11/60";"";"2026-01-13";"2026-01-13";"098335518";
"763";"Searching method and device, electronic equipment and storage medium";"GAO YANG 
WANG BOTONG 
XIE JIKUN 
WANG YANG 
WANG XIAOYANG 
WANG YAN";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN121327238A";"2025-09-29";"G06F16/9535 
G06F16/9538";"";"2026-01-13";"2026-01-13";"098339780";
"764";"WMS software development assisting method and system based on artificial intelligence";"ZHU CHUNHUI 
JIANG HUIFANG 
GU PENG 
DING TIAN 
ZHANG LI 
TANG XIN 
WANG YAN";"JIANGSU CHENGZHI SOFTWARE TECH CO LTD";"CN121326288A";"2025-09-02";"G06F8/20 
G06F8/30 
G06N20/00 
G06N5/022 
G06Q10/083";"";"2026-01-13";"2026-01-13";"098339472";
"765";"Personal risk early warning method based on multi-source data fusion and large model research and judgment";"ZHANG GUOJIAN 
LIU SHENGRAN 
BI YONGHUI 
LIU XIANGXIONG 
ZHANG BIN";"XIAMEN MEIYA PICO INFORMATION SAFETY INST CO LTD";"CN121329432A";"2025-10-23";"G06F18/21 
G06F18/214 
G06F18/241 
G06N5/02 
G06N5/04 
G06Q10/0635 
G06Q20/40";"";"2026-01-13";"2026-01-13";"098339560";
"766";"PLATFORM FOR CREATING AND DEPLOYING CUSTOM BRANDED STOREFRONTS";"KHAZAAL HUSSEIN [US] 
DIVEKAR SIDHESH [US]";"KHAZAAL HUSSEIN [US] 
DIVEKAR SIDHESH [US]";"US20260017708A1";"2024-07-11";"G06Q30/0601";"G06Q30/0603 (EP,US) 
G06Q30/0641 (EP,US)";"2026-01-15";"2026-01-15";"098388688";
"767";"METHOD FOR PROVIDING INTEGRATED ACADEMIC ADMINISTRATION SERVICE BASE ON BIG DATA AND ARTIFICIAL INTELLIGENCE AND APPARATUS AND SYSTEM THEREFOR";"CHO SUNG MIN";"MP SOLUTIONS CO LTD [KR]";"KR102911174B1";"2024-09-24";"G06F16/951 
G06Q10/0631 
G06Q10/083 
G06Q30/0601 
G06Q50/00 
G06Q50/10 
G06Q50/20 
G06Q50/43 
G06Q50/50";"";"2026-01-14";"2026-01-14";"098519279";
"768";"Speech recognition method, method and device for training speech recognition model, and medium";"FU LI 
FAN LU 
WU YOUZHENG 
HE XIAODONG";"JD CITY BEIJING DIGITAL TECH CO LTD";"CN121354546A";"2025-11-10";"G10L15/06 
G10L15/18 
G10L15/183 
G10L15/26";"";"2026-01-16";"2026-01-16";"098400541";
"769";"AI intelligent reloading and synchronizing system based on multi-terminal collaboration";"JIN BIHAI";"JIN BIHAI";"CN121353602A";"2025-10-15";"G06F16/27 
G06F16/9536 
G06F21/62 
G06F21/64 
G06Q30/0202 
G06Q30/0601 
G06T19/00 
G06V40/10";"";"2026-01-16";"2026-01-16";"098403660";
"770";"AI garment style customization design method based on multi-modal user portrait";"BI CHAOGUO";"UNIV NANJING FINANCE & ECONOMICS";"CN121350998A";"2025-11-04";"G06F18/10 
G06F18/213 
G06F18/22 
G06F18/243 
G06F18/25 
G06F40/284 
G06F40/30 
G06N3/094";"Y02P90/30 (EP)";"2026-01-16";"2026-01-16";"098410714";
"771";"Commodity semantic association recognition matching system and method based on artificial intelligence";"JIANG XUPENG 
SANG LIN";"NANJING PUSHANG INFORMATION TECH CO LTD";"CN121351826A";"2025-10-21";"G06F16/335 
G06F18/241 
G06F40/30 
G06Q30/0601";"";"2026-01-16";"2026-01-16";"098395270";
"772";"E-commerce product market investigation method and system based on artificial intelligence";"XU XINFENG 
CHEN BIN 
ZHOU ZHIWEI";"SUZHOU YIFANYING TECH CO LTD";"CN121352877A";"2025-09-24";"G06N5/04 
G06Q30/0202 
G06Q30/0203";"";"2026-01-16";"2026-01-16";"098394800";
"773";"E-commerce order efficient checking system based on hierarchical time wheel and intelligent prediction model";"WANG PENG 
LIN ZHE 
HUANG WENCONG 
ZHANG QING";"WUHAN LICHU BUSINESS SERVICES CO LTD";"CN121352932A 
CN121352932B";"2025-12-18";"G06F18/213 
G06F18/2431 
G06F18/25 
G06N3/0442 
G06N3/045 
G06N5/01 
G06Q30/0601";"Y02D10/00 (EP)";"2026-01-16 
2026-03-17";"2026-01-16";"098398332";
"774";"AI NURSE PLATFORM: AN ARTIFICIAL INTELLIGENCE- GENERATIVE-AI & DEEP LEARNING LARGE LANGUAGE MODEL/S (LLM) DRIVEN VIRTUAL ASSISTANT/S FOR ENHANCED PATIENT PERSONALIZED CARE OUTCOMES & FACILITY EFFICIENCIES";"KARIGUDDAIAH ABIJITH [US]";"KARIGUDDAIAH ABIJITH [US]";"US20260024638A1";"2024-07-19";"G06N3/098 
G16H10/60 
G16H20/10 
G16H40/20";"G06N3/098 (EP,US) 
G16H10/20 (EP) 
G16H10/60 (EP,US) 
G16H15/00 (EP) 
G16H20/10 (EP,US) 
G16H40/20 (EP,US) 
G16H40/67 (EP) 
G16H50/20 (EP) 
G16H50/30 (EP) 
G16H80/00 (EP)";"2026-01-22";"2026-01-22";"096879046";
"775";"Commodity selection method and device based on cross-border e-commerce platform, computer equipment and storage medium";"LEE SEUNG-HO 
CAI LIZHAO 
LI XINGJIAN";"SHENZHEN SUNCENT AUTO PARTS TECH CO LTD";"CN121365998A";"2025-12-23";"G06F18/213 
G06F18/241 
G06Q30/0203 
G06Q30/0601";"";"2026-01-20";"2026-01-20";"098420678";
"776";"SYSTEM AND METHODS FOR NFT TOKENIZATION OF ASSETS ON AN INTERACTIVE DIGITAL PLATFORM";"MUNDAY JOSHUA [US]";"MUNDAY JOSHUA [US]";"US20260023824A1";"2024-07-17";"G06F21/10 
G06F21/32 
G06Q30/0601";"G06F21/1014 (EP,US) 
G06F21/32 (EP,US) 
G06Q30/0641 (EP,US) 
G06Q30/0645 (EP)";"2026-01-22";"2026-01-22";"098432701";
"777";"CENTRALIZED MANAGEMENT AND CONTROL SYSTEM FOR AI AGENTS WITHIN SOFTWARE-AS-A-SERVICE PLATFORMS";"MYSTETSKYI VLAD [IL] 
LACHMISH MATAN [IL] 
MISHALI SHAI [IL] 
DOUENIAS ELAD [IL]";"MONDAY COM LTD [IL]";"US20260093544A1";"2023-08-14";"G06F9/50";"G06F16/33295 (US) 
G06F16/90335 (US) 
G06F16/9035 (US) 
G06F16/9038 (US) 
G06F21/44 (EP,US) 
G06F3/04847 (US) 
G06F9/5027 (US) 
G06N5/022 (US) 
G06N5/04 (US) 
G06Q10/06316 (EP,US) 
G06Q10/06398 (EP,US) 
G06Q10/103 (EP) 
H04L63/105 (EP,US) 
H04L63/20 (EP,US) 
H04L67/306 (US) 
G06F2221/2141 (EP,US)";"2026-04-02";"2026-01-22";"098432742";
"778";"Garment style image intelligent identification and classification system based on deep learning";"WU JINHAN";"WU JINHAN";"CN121392429A";"2025-11-17";"G06N3/0464 
G06V10/26 
G06V10/32 
G06V10/422 
G06V10/44 
G06V10/764 
G06V10/82";"Y02P90/30 (EP)";"2026-01-23";"2026-01-23";"098477782";
"779";"VERIFIED SIGNATURES, SKETCHES, AND CUSTOM COLORWAYS";"STEINBERGER DAVID [US] 
JACKSON JAMES C [US]";"DSTLRY MEDIA INC [US]";"US20260024100A1";"2024-07-22";"G06K7/14 
G06Q30/018";"G06Q30/0185 (EP,US) 
G06K7/1417 (EP,US)";"2026-01-22";"2026-01-22";"098432812";
"780";"Multifunctional touchable intelligent magic mirror";"ZHOU TINGQUAN";"ZHOU TINGQUAN";"CN121387075A";"2025-10-20";"G06F16/2455 
G06F16/9035 
G06F16/9038 
G06F3/01 
G06F3/041 
G06T19/00";"";"2026-01-23";"2026-01-23";"098457580";
"781";"Root cause mining method and device, equipment and storage medium";"ZHANG WEILIN 
XIAN ZIHAO 
LIU GANG 
ZHU HONGZHE 
WANG YIFAN";"BAIDU TIMES NETWORK TECH BEIJING CO LTD";"CN121388519A";"2025-10-15";"G06F16/29 
G06F16/953 
G06F18/21 
G06N5/025 
G06Q30/0601";"";"2026-01-23";"2026-01-23";"098459354";
"782";"Online shopping method and device";"AN ZEXU";"ALIPAY HANGZHOU DIGITAL SERVICE TECH CO LTD";"CN121391425A";"2025-11-06";"G06F3/0482 
G06F3/0484 
G06F3/04886 
G06Q30/0601";"";"2026-01-23";"2026-01-23";"098465825";
"783";"Target platform creation method and device, electronic equipment and storage medium";"ZHANG YAGUANG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN121387246A";"2025-09-09";"G06F8/10 
G06F8/20 
G06F8/30 
G06F8/61 
G06F8/65 
G06F8/71 
G06Q30/0601";"";"2026-01-23";"2026-01-23";"098472376";
"784";"Intelligent credit overdue collection system and method based on artificial intelligence and block chain";"ZHANG PENGCHENG";"HAIER CONSUMER FINANCE CO LTD";"CN121391447A";"2025-09-02";"G06F18/213 
G06F18/24 
G06F21/64 
G06N20/20 
G06N3/0442 
G06N3/0455 
G06N3/092 
G06Q40/03";"";"2026-01-23";"2026-01-23";"098466668";
"785";"Internet user behavior accurate analysis method based on artificial intelligence";"YUE DANQING 
YE QIONG";"HANGZHOU QIXI NETWORK TECH CO LTD";"CN121412468A";"2025-10-30";"G06F16/9536 
G06N3/045 
G06N3/092";"";"2026-01-27";"2026-01-27";"098492589";
"786";"Question and answer-based encyclopedia information analysis and product matching system";"QIAN YIJIE 
ZHANG YONGSHENG 
YIN SHENG 
CHEN LIBO 
WANG XUEHAN";"SHENZHEN XIANSOU TECH CO LTD";"CN121412434A";"2025-11-01";"G06F16/9532 
G06F16/9535 
G06N5/022 
G06Q30/0601";"";"2026-01-27";"2026-01-27";"098488333";
"787";"E-commerce platform virtual shopping guide method and system based on multi-modal interaction";"LYU CHUNMIAO 
CUI WUSENG 
KANG XUEJUN 
CUI HAOBO";"BONID TECH SHANGHAI CO LTD";"CN121414460A";"2025-09-29";"G06F16/9535 
G06F16/9536 
G06F16/9538 
G06N3/0442 
G06N3/045 
G06N3/0455 
G06N3/092 
G06Q30/0601";"";"2026-01-27";"2026-01-27";"098497708";
"788";"Intelligent work order automatic creation and circulation system and method based on context awareness";"SU HUANJIE 
LI DAJUN 
NING XUEJUN";"GUANGZHOU XUNHONG NETWORK TECH CO LTD";"CN121414412A 
CN121414412B";"2025-12-30";"G06F40/205 
G06N3/0464 
G06Q30/0201 
G06Q30/0601 
G06Q50/14";"";"2026-01-27 
2026-03-27";"2026-01-27";"098497262";
"789";"CONFIGURED ARTIFICIAL INTELLIGENCE SYSTEMS AND METHODS FOR SOFTWARE-DEFINED VEHICLES";"CELLA CHARLES HOWARD [US] 
BLIVEN BRENT [US] 
BUNIN ANDREW [US] 
CARDNO ANDREW [US] 
CASCIO ANTHONY [US] 
CHARON TAYLOR [US] 
DOBROWITSKY JOSHUA [US] 
EL-TAHRY TEYMOUR S [US] 
FORTIN JR [US] 
HOGAN MATTHEW [US] 
KELL BRAD [US] 
LOCKE ANDREW S [US] 
MARINKOVICH SAVA [US] 
PARENTI JENNA [US] 
SPITZ RICHARD A [US] 
STEIN DAVID [US] 
VETTER ERIC P [US]";"STRONG FORCE TP PORTFOLIO 2022 LLC [US]";"WO2026024858A1";"2024-07-23";"G05D1/20 
G05D1/22 
G06F21/10 
G06F21/30 
G06F21/44 
G06F21/64 
G06F40/103 
G06F40/151 
G06F40/30 
G06N20/00 
G06N5/04 
H04L9/06 
H04L9/40 
G05D1/00";"B60W60/00 (EP) 
G06F21/554 (EP) 
G06F21/577 (EP) 
G06F21/6218 (EP) 
G06F21/64 (EP) 
G06F40/103 (EP) 
G06F40/151 (EP) 
G06F40/30 (EP) 
G06N20/00 (EP) 
G06N3/006 (EP) 
G06N3/045 (EP) 
G06N3/08 (EP) 
G06N5/01 (EP) 
G06N5/04 (EP) 
G06N7/01 (EP) 
G08G1/00 (EP) 
H04L63/08 (EP) 
H04L63/1408 (EP) 
H04L9/3247 (EP) 
H04L9/3263 (EP) 
H04L9/40 (EP) 
H04L9/50 (EP) 
G06F21/10 (EP) 
H04L2209/56 (EP) 
H04L2209/805 (EP) 
H04L2209/84 (EP)";"2026-01-29";"2026-01-29";"098566330";
"790";"AI-BASED ENERGY EDGE PLATFORMS, SYSTEMS, AND METHODS";"CELLA CHARLES HOWARD [US] 
BLIVEN BRENT [US] 
BOHAN ANNE [US] 
BUNIN ANDREW [US] 
CARDNO ANDREW [US] 
CASCIO ANTHONY [US] 
CHARON TAYLOR [US] 
DOBROWITSKY JOSHUA [US] 
EL-TAHRY TEYMOUR S [US] 
KELL BRAD [US] 
LOCKE ANDREW S [US] 
MARINKOVICH SAVA [US] 
PARENTI JENNA [US] 
STEIN DAVID [US] 
VETTER ERIC P [US] 
HOGAN MATTHEW [US] 
FORTIN JR LEON [US]";"STRONG FORCE EE PORTFOLIO 2022 LLC [US]";"WO2026024918A1";"2024-07-23";"G06N20/00 
G06N3/02 
G06N3/08";"G06N20/00 (EP) 
G06N3/02 (EP) 
G06N3/08 (EP)";"2026-01-29";"2026-01-29";"098566452";
"791";"A SYSTEM AND A METHOD FOR BUILDING A BRAND AND MANAGING A CORRESPONDING SUPPLY CHAIN";"SRIVASTAVA SHIVAM [IN]";"SRIVASTAVA SHIVAM [IN]";"WO2026022521A1";"2024-07-22";"G06N5/04 
G06Q10/087 
G06Q30/0202 
H04L9/32";"G06N5/04 (EP) 
G06Q10/087 (EP) 
G06Q30/0202 (EP) 
H04L9/50 (EP)";"2026-01-29";"2026-01-29";"098564996";
"792";"KNOW YOUR MODEL AND KNOW YOUR DATA SYSTEMS AND METHODS FOR TRANSACTIONS";"CELLA CHARLES HOWARD [US] 
BLIVEN BRENT [US] 
BUNIN ANDREW [US] 
CARDNO ANDREW [US] 
CASCIO ANTHONY [US] 
CHARON TAYLOR [US] 
DOBROWITSKY JOSHUA [US] 
EL-TAHRY TEYMOUR S [US] 
FORTIN JR [US] 
HOGAN MATTHEW [US] 
KELL BRAD [US] 
LOCKE ANDREW S [US] 
MARINKOVICH SAVA [US] 
PARENTI JENNA [US] 
STEIN DAVID [US] 
VETTER ERIC P [US]";"STRONG FORCE TX PORTFOLIO 2018 LLC [US]";"WO2026024864A1";"2024-07-23";"G06N20/00 
G06Q20/04 
G06Q20/08 
G06Q20/36 
H04L9/08";"G06N20/00 (EP) 
G06N3/006 (EP) 
G06Q20/0655 (EP) 
G06Q20/0855 (EP) 
G06Q20/223 (EP) 
G06Q20/367 (EP) 
G06Q20/4014 (EP) 
G06Q20/4016 (EP) 
G06Q20/405 (EP) 
H04L9/08 (EP)";"2026-01-29";"2026-01-29";"098566338";
"793";"Quality evaluation model training and webpage quality evaluation method and device";"LIU YAXIN";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN121456411A";"2025-09-18";"G06F18/21 
G06F18/213 
G06F18/214 
G06F18/25 
G06N3/0455 
G06N3/096";"G06F18/213 (CN) 
G06F18/214 (CN) 
G06F18/217 (CN) 
G06F18/25 (CN) 
G06N3/0455 (CN) 
G06N3/096 (CN)";"2026-02-03";"2026-02-03";"098570714";
"794";"Online clothing size intelligent matching and fitting degree prediction method based on computer vision";"LU LEIWEN 
QU HONGJIAN 
JING QIXING 
LUO LU";"UNIV SHANGHAI ENG SCIENCE";"CN121458875A";"2025-10-29";"G06N3/0464 
G06N3/08 
G06Q30/0601 
G06T17/00 
G06T7/10";"G06N3/0464 (CN) 
G06N3/08 (CN) 
G06Q30/0643 (CN) 
G06T17/00 (CN) 
G06T7/10 (CN) 
G06T2207/20081 (CN) 
G06T2207/20084 (CN)";"2026-02-03";"2026-02-03";"098587722";
"795";"SYSTEM AND METHOD TO PERSONALIZE A SHOPPING EXPERIENCE IN A CONVERSATIONAL COMMERCE PLATFORM";"SILVAIN FRANCOIS [US] 
LEVY FREDERIC [US] 
BUTA RADU GABRIEL [US]";"NEWECOM AI [US]";"US20260038014A1";"2024-07-31";"G06F40/58 
G06Q30/0601";"G06F40/58 (EP,US) 
G06Q30/0603 (EP,US) 
G06Q30/0617 (EP,US) 
G06Q30/0631 (EP)";"2026-02-05";"2026-02-05";"098652846";
"796";"Management system for multi-dimensional data trend precision marketing";"ZHAO YUANBO 
WANG XIAOBO 
WANG CHAO 
SONG JINWEN 
YU SHOUSHUI 
WANG JINGYI 
LIU HAITAO";"CHINA HUADIAN GROUP PRODUCTION HOLDING CO LTD 
HUADIAN COMMERCIAL FACTORING TIANJIN CO LTD";"CN121458362A";"2025-11-13";"G06Q30/0202 
G06Q40/06";"";"2026-02-03";"2026-02-03";"098575029";
"797";"Target theme video generation method and device, intelligent agent and electronic equipment";"ZHANG DE 
MA JINGYI 
GAO MING 
ZHANG YUDONG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN121509782A";"2025-10-17";"H04N21/234 
H04N21/254 
H04N21/44 
H04N21/478 
H04N21/8549";"H04N21/23424 (CN) 
H04N21/2542 (CN) 
H04N21/44016 (CN) 
H04N21/47815 (CN) 
H04N21/8549 (CN)";"2026-02-10";"2026-02-10";"098656660";
"798";"Supplier dynamic risk assessment method and device";"XU KUNYANG 
ZENG WEIJIA 
CHEN DAWEI 
WANG XUETENG 
XU LINGZI 
HE ZHONGQING 
ZHAO SHAN 
XIE QIONGBING";"SHENZHEN MINGXIN SHUZHI TECH CO LTD";"CN121481278A";"2026-01-12";"G06N5/025 
G06N5/04 
G06Q10/0635 
G06Q10/08";"G06N5/025 (CN) 
G06N5/041 (CN) 
G06Q10/0635 (CN) 
G06Q10/08 (CN)";"2026-02-06";"2026-02-06";"098609314";
"799";"SYSTEM, PROCESS, AND METHOD FOR GAMIFYING PHYSICAL ASSETS, DIGITAL ASSETS, AND VIRTUAL ASSETS THROUGH ADVERTISING AND E-COMMERCE EMPLOYING PERSONALIZED DIGITAL TWIN LLM CHATBOT";"ANGELES JOEL P [US]";"ANGELES JOEL P [US]";"US20260037863A1";"2024-08-02";"G06N20/00 
G06Q30/0207";"G06N20/00 (EP,US) 
G06N3/006 (EP) 
G06Q30/0209 (EP,US)";"2026-02-05";"2026-02-05";"098652431";
"800";"Enterprise intelligent modeling platform based on large language model";"LAO TIAN";"CRSC INFORMATION IND CO LTD";"CN121501330A";"2025-11-04";"G06F8/35 
G06F8/40 
G06F8/41 
G06F8/71 
G06N5/04";"G06F8/35 (CN) 
G06F8/40 (CN) 
G06F8/436 (CN) 
G06F8/71 (CN) 
G06N5/04 (CN)";"2026-02-10";"2026-02-10";"098667701";
"801";"Information processing method based on multi-modal large model and related device";"LIU YUNFENG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN121502373A";"2025-10-24";"G06F18/22 
G06F18/25 
G06N3/045 
G06V10/74 
G06V10/80 
G06V10/82";"G06F18/22 (CN) 
G06F18/253 (CN) 
G06N3/045 (CN) 
G06V10/761 (CN) 
G06V10/806 (CN) 
G06V10/82 (CN)";"2026-02-10";"2026-02-10";"098658781";
"802";"Digital human live broadcast microphone connection and video generation method based on computer vision";"LIN WEIQIANG 
MA JINGNAN";"HARBIN AIMULANDE CULTURE CO LTD";"CN121531150A";"2025-12-18";"G06T13/40 
G06V40/16 
G06V40/20 
G10L15/25 
G10L25/63 
H04N21/2187 
H04N21/4788 
H04N21/81 
H04N21/854";"G06T13/40 (CN) 
G06V40/168 (CN) 
G06V40/171 (CN) 
G06V40/176 (CN) 
G06V40/20 (CN) 
G10L15/25 (CN) 
G10L25/63 (CN) 
H04N21/2187 (CN) 
H04N21/4788 (CN) 
H04N21/816 (CN) 
H04N21/854 (CN)";"2026-02-13";"2026-02-13";"098705968";
"803";"User classification method based on artificial intelligence";"ZHANG YANSHUO";"UNIV GUILIN TECHNOLOGY";"CN121502629A";"2025-09-13";"G06F18/25 
G06N3/0442 
G06N3/045";"G06F18/253 (CN) 
G06F18/256 (CN) 
G06N3/0442 (CN) 
G06N3/045 (CN)";"2026-02-10";"2026-02-10";"098671165";
"804";"Internet e-commerce learning equipment based on artificial intelligence large model";"MA JIN";"GUIZHOU VOCATIONAL TECH COLLEGE OF E COMMERCE";"CN121528059A";"2025-12-01";"G09B5/02 
H05K5/02 
H05K5/03 
H05K7/14";"G09B5/02 (CN) 
H05K5/0217 (CN) 
H05K5/03 (CN) 
H05K7/1414 (CN) 
H05K7/1461 (CN)";"2026-02-13";"2026-02-13";"098707706";
"805";"Consumable recommendation method and device based on home file, equipment and storage medium";"RUCHA 
SHEN BOHUA";"SHENZHEN JIAXUAN TECH SERVICE CO LTD";"CN121524209A";"2025-11-06";"G06F16/22 
G06F16/245 
G06F16/951 
G06F16/9535 
G06F16/9538 
G06F16/955 
G06Q30/0601";"G06F16/22 (CN) 
G06F16/245 (CN) 
G06F16/951 (CN) 
G06F16/9535 (CN) 
G06F16/9538 (CN) 
G06F16/955 (CN) 
G06Q30/0631 (CN)";"2026-02-13";"2026-02-13";"098705330";
